Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Checkout Blocks Rule Trigger (product.metafields.checkoutblocks.trigger),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Play vehicle propulsion (product.metafields.shopify.play-vehicle-propulsion),Recommended age group (product.metafields.shopify.recommended-age-group),Skill level (product.metafields.shopify.skill-level),Suitable space (product.metafields.shopify.suitable-space),Toy figure features (product.metafields.shopify.toy-figure-features),Toy/Game material (product.metafields.shopify.toy-game-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hot-wheels-1981-toyota-starlet-kp61-japanese-import-die-cast-collector-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F768d64d8-951b-4d16-8117-7fb3de614ccb.jpg?v=1761884614,2,Hot Wheels 1981 Toyota Starlet KP61 Japanese Import Die-Cast Collector Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-wheels-71-ford-mustang-funny-car-red-die-cast-collectible-racing-model,Hot Wheels '71 Ford Mustang Funny Car Red Die-Cast Collectible Racing Model,"This awesome Hot Wheels '71 Mustang Funny Car is a classic treasure for your collection! It boasts a striking red finish, stylish gold wheels, and vibrant racing decals that capture the iconic 1971 Mustang's spirit. This die-cast model comes factory-sealed in its original packaging, ensuring pristine, mint condition for collectors. It's the perfect standout piece for car lovers of all ages, combining impressive craftsmanship with outstanding display appeal.<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1:64</td>
    </tr>
  
    <tr>
      <td><strong>Vehicle Type</strong></td>
      <td>Funny Car</td>
    </tr>
  
    <tr>
      <td><strong>Model Year</strong></td>
      <td>1971</td>
    </tr>
  
    <tr>
      <td><strong>Color</strong></td>
      <td>Red</td>
    </tr>
  
    <tr>
      <td><strong>Wheel Color</strong></td>
      <td>Gold</td>
    </tr>
  
    <tr>
      <td><strong>Features</strong></td>
      <td>Authentic Racing Decals</td>
    </tr>
  
    <tr>
      <td><strong>Condition</strong></td>
      <td>Factory Sealed, Mint</td>
    </tr>
  
    <tr>
      <td><strong>Material</strong></td>
      <td>Die-cast Metal with Plastic Parts</td>
    </tr>
  
    <tr>
      <td><strong>Series</strong></td>
      <td>Hot Wheels Mainline</td>
    </tr>
  
    <tr>
      <td><strong>Recommended Age</strong></td>
      <td>3+ years</td>
    </tr>
  
</tbody>
</table>",Hot Wheels,,"","1:64 scale, 71 Mustang Funny Car, collectible, Created by Product Upload, die-cast car, Ford Mustang, Hot Wheels, mint condition, racing decals, toy car",false,Title,Default Title,,,,,,,,N/A,0.0,,0,continue,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F75e0ffe4-619b-4077-92ac-379330b9309b.jpg?v=1756451682,1,Hot Wheels '71 Ford Mustang Funny Car Red Die-Cast Collectible Racing Model,false,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
hot-wheels-dodge-viper-srt10-acr-limited-edition-mopar-series-die-cast-model-car,Hot Wheels Dodge Viper SRT10 ACR: Limited Edition Mopar Series Die-Cast Model Car,"Unleash high-performance fun with this Hot Wheels Dodge Viper SRT10 ACR collectible! Expertly crafted with a vibrant blue and white Mopar livery, this die-cast model captures every detail of the legendary sports car, from its aggressive styling to signature racing stripes. It's a fantastic addition for any Hot Wheels enthusiast or car collector. Perfect for display or as a cool gift for fans of Dodge performance vehicles.<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Brand</strong></td>
      <td>Hot Wheels</td>
    </tr>
  
    <tr>
      <td><strong>Model</strong></td>
      <td>Dodge Viper SRT10 ACR</td>
    </tr>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1:64</td>
    </tr>
  
    <tr>
      <td><strong>Series</strong></td>
      <td>Limited Edition Mopar Series</td>
    </tr>
  
    <tr>
      <td><strong>Color</strong></td>
      <td>Blue with White Stripes</td>
    </tr>
  
    <tr>
      <td><strong>Material</strong></td>
      <td>Die-Cast Metal</td>
    </tr>
  
    <tr>
      <td><strong>Recommended Age</strong></td>
      <td>3+ years</td>
    </tr>
  
    <tr>
      <td><strong>Features</strong></td>
      <td>Authentic Detailing, Realistic Wheels, Sleek Finish</td>
    </tr>
  
    <tr>
      <td><strong>Theme</strong></td>
      <td>Performance Racing</td>
    </tr>
  
</tbody>
</table>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 Scale, Collectibles, Created by Product Upload, Die-Cast Car, Dodge Viper SRT10 ACR, Hot Wheels, Mopar Series, Sports Car Model, Toy Car",true,Title,Default Title,,,,,,,,GDG44,0.0,shopify,1,deny,manual,850.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2023_Hot_Wheels_Mopar_Series_Dodge_Viper_SRT10_ACR_5_5_New0.webp?v=1757266723,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
hot-wheels-dodge-viper-srt10-acr-limited-edition-mopar-series-die-cast-model-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F73439f5a-911b-4481-b50b-2a729128ff5c.jpg?v=1757266723,2,Hot Wheels Dodge Viper SRT10 ACR: Limited Edition Mopar Series Die-Cast Model Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-wheels-fast-furious-chevy-el-camino-collectible-die-cast-car,Hot Wheels Fast & Furious Chevy El Camino Collectible Die-Cast Car,"Cruise into action with the Hot Wheels Fast &amp; Furious Chevy El Camino, a stunning die-cast model from the iconic movie series. This black beauty boasts highly detailed accents, making it a standout addition to any collection. Perfectly sized at 1:64 scale, it's ready for display or imaginative play. Grab this authentic collectible and bring the thrill of the movies home!<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1:64</td>
    </tr>
  
    <tr>
      <td><strong>Color</strong></td>
      <td>Black</td>
    </tr>
  
    <tr>
      <td><strong>Material</strong></td>
      <td>Die-cast Metal</td>
    </tr>
  
    <tr>
      <td><strong>Recommended Age</strong></td>
      <td>3+ years</td>
    </tr>
  
    <tr>
      <td><strong>Series</strong></td>
      <td>Fast &amp; Furious, HW Street Time</td>
    </tr>
  
    <tr>
      <td><strong>Model Year</strong></td>
      <td>Not Specified (Classic)</td>
    </tr>
  
    <tr>
      <td><strong>Vehicle Type</strong></td>
      <td>Coupe Utility (El Camino)</td>
    </tr>
  
    <tr>
      <td><strong>Features</strong></td>
      <td>Highly Detailed Accents</td>
    </tr>
  
    <tr>
      <td><strong>Theme</strong></td>
      <td>Movie Replica, Street Car</td>
    </tr>
  
    <tr>
      <td><strong>Condition</strong></td>
      <td>Collectible Grade</td>
    </tr>
  
</tbody>
</table>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 Scale, Chevy El Camino, Collectible Car, Created by Product Upload, Die-Cast Car, Fast & Furious, Hot Wheels, Movie Cars, Toy Cars",false,Title,Default Title,,,,,,,,HWFFELCAMINO001,0.0,shopify,3,deny,manual,580.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F5c510daa-848c-4330-a093-b18a577b4a92.jpg?v=1756451654,1,Hot Wheels Fast & Furious Chevy El Camino Collectible Die-Cast Car,false,,,3551,,,,,,,,,,,,,,,,,,,,,kg,,,active
hot-wheels-15-land-rover-defender-double-cab-1-64-scale-die-cast-model,Hot Wheels '15 Land Rover Defender Double Cab 1:64 Scale Die-Cast Model,"Unleash high-octane adventure with this Hot Wheels '15 Land Rover Defender Double Cab! This striking collectible features a vibrant red die-cast body with authentic detailing and bold off-road accents. Built at a 1:64 scale, it's perfect for display or thrilling racing action. Grab this rugged Defender to supercharge any Hot Wheels collection or playset!<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Brand</strong></td>
      <td>Hot Wheels</td>
    </tr>
  
    <tr>
      <td><strong>Model</strong></td>
      <td>'15 Land Rover Defender Double Cab</td>
    </tr>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1:64</td>
    </tr>
  
    <tr>
      <td><strong>Color</strong></td>
      <td>Red</td>
    </tr>
  
    <tr>
      <td><strong>Material</strong></td>
      <td>Die-cast Metal</td>
    </tr>
  
    <tr>
      <td><strong>Recommended Age</strong></td>
      <td>3+ years</td>
    </tr>
  
    <tr>
      <td><strong>Series</strong></td>
      <td>HW Dirt</td>
    </tr>
  
    <tr>
      <td><strong>Collector Number</strong></td>
      <td>179/250</td>
    </tr>
  
    <tr>
      <td><strong>Vehicle Type</strong></td>
      <td>Pickup Truck / Off-road</td>
    </tr>
  
    <tr>
      <td><strong>Special Features</strong></td>
      <td>Authentic detailing, Licensed Land Rover</td>
    </tr>
  
</tbody>
</table>",Hot Wheels,,"","1:64 scale, Collectible car, Created by Product Upload, Die-cast car, Hot Wheels, HW Dirt, Kids toys, Land Rover Defender, Model car, Off-road vehicle, Toy truck",false,Title,Default Title,,,,,,,,HWLRDDC2015,0.0,,0,continue,manual,590.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F445c9538-9979-4465-88c7-0431502ee87d.jpg?v=1756451645,1,Hot Wheels '15 Land Rover Defender Double Cab 1:64 Scale Die-Cast Model,false,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
hot-wheels-1968-mazda-cosmo-sport-die-cast-model-car-vibrant-orange-collectible,"Hot Wheels 1968 Mazda Cosmo Sport Die-Cast Model Car, Vibrant Orange Collectible","Zoom into your collection with the Hot Wheels 1968 Mazda Cosmo Sport, a vibrant orange die-cast marvel! This tiny powerhouse boasts authentic detailing and premium wheels, capturing the spirit of a classic automotive icon. It's perfectly scaled to impress, bringing vintage sports car charm right to your display shelf. A must-have for enthusiasts and collectors, this model promises endless fun.<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1:64</td>
    </tr>
  
    <tr>
      <td><strong>Color</strong></td>
      <td>Vibrant Orange</td>
    </tr>
  
    <tr>
      <td><strong>Material</strong></td>
      <td>Die-cast Metal with Plastic Parts</td>
    </tr>
  
    <tr>
      <td><strong>Model Year</strong></td>
      <td>1968</td>
    </tr>
  
    <tr>
      <td><strong>Vehicle Type</strong></td>
      <td>Sports Car</td>
    </tr>
  
    <tr>
      <td><strong>Series</strong></td>
      <td>J-Imports Series</td>
    </tr>
  
    <tr>
      <td><strong>Recommended Age</strong></td>
      <td>3 Years and Up</td>
    </tr>
  
</tbody>
</table>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1968 mazda cosmo sport, collectible car, Created by Product Upload, die-cast model, hot wheels, orange car, vintage sports cars",true,Title,Default Title,,,,,,,,HW-MCOS-68-OR,200.0,shopify,2,deny,manual,790.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F1751352719367-1968mazdacosmosporthotwheels1_64j-importsseriesjapan2024car-showoriginaltitleoriginaltextmazdacosmosport1968hotwheels1_64j-im.jpg?v=1756373263,1,"Hot Wheels 1968 Mazda Cosmo Sport Die-Cast Model Car, Vibrant Orange Collectible",false,,,,,,,,,,,,,,,,orange; white,push-and-go,3-years-or-older,,,,metal; plastic,,kg,,,active
hot-wheels-66-chevrolet-corvair-yenko-stinger-die-cast-race-car-collection,Hot Wheels Premium '66 Chevrolet Corvair Yenko Stinger,"Unleash the excitement with this Hot Wheels '66 Chevrolet Corvair Yenko Stinger, a stunning replica perfect for enthusiasts and collectors. This die-cast model boasts an iconic blue and white racing livery, featuring the bold number 66 for an authentic track-ready look. Every detail, from its sleek design to vibrant accents, captures the spirit of this legendary car. It's a must-have addition, bringing classic racing charm to your collection.<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1:64</td>
    </tr>
  
    <tr>
      <td><strong>Model Year</strong></td>
      <td>1966</td>
    </tr>
  
    <tr>
      <td><strong>Make</strong></td>
      <td>Chevrolet</td>
    </tr>
  
    <tr>
      <td><strong>Model</strong></td>
      <td>Corvair Yenko Stinger</td>
    </tr>
  
    <tr>
      <td><strong>Color Scheme</strong></td>
      <td>Blue and White Racing Livery</td>
    </tr>
  
    <tr>
      <td><strong>Material</strong></td>
      <td>Die-Cast Metal Body with Plastic Parts</td>
    </tr>
  
    <tr>
      <td><strong>Features</strong></td>
      <td>Iconic '66' Racing Number, Detailed Accents</td>
    </tr>
  
    <tr>
      <td><strong>Series</strong></td>
      <td>Mainline Collection</td>
    </tr>
  
</tbody>
</table>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","66 Chevrolet Corvair Yenko Stinger, Chevrolet Corvair, collectible, Created by Product Upload, die-cast car, Hot Wheels, model car, race car, toy car, Yenko Stinger",true,Title,Default Title,,,,,,,,HW66CVS-TKLB1450,300.0,shopify,2,deny,manual,990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/557631744_122140892954851895_5738379120597340516_n.png?v=1760530130,1,"",false,,,,,,,,,,,,,,,,white; blue,push-and-go,3-years-or-older,,,,metal; plastic,,kg,,,active
hot-wheels-66-chevrolet-corvair-yenko-stinger-die-cast-race-car-collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/557631744_122140892954851895_5738379120597340516_n.jpg?v=1760530130,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-wheels-66-chevrolet-corvair-yenko-stinger-die-cast-race-car-collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2Fa9a6ec03-7165-4e94-ac32-776ac6186a8b.jpg?v=1760530130,3,Hot Wheels '66 Chevrolet Corvair Yenko Stinger Die-Cast Race Car Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-wheels-nissan-skyline-gt-r-bcnr33-godzilla-edition-premium-die-cast-model-car,Hot Wheels Nissan Skyline GT-R (BCNR33) Godzilla Edition Premium Die-Cast Model Car,"Unleash your inner speed demon with the Hot Wheels Nissan Skyline GT-R (BCNR33) Godzilla Edition, a legendary die-cast car that's ready to dominate your collection. This premium 1:64 scale model boasts striking metallic silver paint, bold 'Godzilla' graphics, and authentic detailing for serious street cred. Part of the coveted HW-Imports series, it arrives sealed in collector-grade packaging, perfect for display or thrilling imaginative races. Grab this limited-edition tribute to Japanese automotive excellence and rev up your playtime!<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Brand</strong></td>
      <td>Hot Wheels</td>
    </tr>
  
    <tr>
      <td><strong>Model</strong></td>
      <td>Nissan Skyline GT-R (BCNR33)</td>
    </tr>
  
    <tr>
      <td><strong>Edition</strong></td>
      <td>Godzilla Edition</td>
    </tr>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1:64</td>
    </tr>
  
    <tr>
      <td><strong>Color</strong></td>
      <td>Metallic Silver</td>
    </tr>
  
    <tr>
      <td><strong>Graphics</strong></td>
      <td>Godzilla</td>
    </tr>
  
    <tr>
      <td><strong>Series</strong></td>
      <td>HW-Imports</td>
    </tr>
  
    <tr>
      <td><strong>Material</strong></td>
      <td>Die-cast metal</td>
    </tr>
  
    <tr>
      <td><strong>Recommended Age</strong></td>
      <td>3+ years</td>
    </tr>
  
    <tr>
      <td><strong>Packaging</strong></td>
      <td>Sealed, Collector-Grade</td>
    </tr>
  
</tbody>
</table>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 scale, automotive model, BCNR33, collectible, Created by Product Upload, die-cast car, Godzilla Edition, Hot Wheels, HW-Imports, Japanese car, Nissan Skyline GT-R, toy car",true,Title,Default Title,,,,,,,,HW-BCNR33-GODZILLA-EDITION,200.0,shopify,0,deny,manual,830.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2Ff2e04b03-23c3-4fdc-ab69-ed0ef161f2c2.jpg?v=1756373239,1,Hot Wheels Nissan Skyline GT-R (BCNR33) Godzilla Edition Premium Die-Cast Model Car,false,,,,,,,,,,,,,,,,white; black; red,push-and-go,3-years-or-older,,,,metal,,kg,,,active
hot-wheels-89-mercedes-benz-560-sec-amg-gold-die-cast-collector-car,Hot Wheels '89 Mercedes-Benz 560 SEC AMG Gold Die-Cast Collector Car,"Zoom into fun with this dazzling Hot Wheels '89 Mercedes-Benz 560 SEC AMG die-cast model! It flaunts a gleaming gold finish and intricate, authentic details, bringing the legendary Mercedes-Benz design to life in a cool 1:64 scale. Whether for display or epic play, this collectible arrives in its pristine original packaging, ready to thrill. It's a fantastic gift for collectors and car fans, adding a splash of luxury to any miniature garage!<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Brand</strong></td>
      <td>Hot Wheels</td>
    </tr>
  
    <tr>
      <td><strong>Model</strong></td>
      <td>'89 Mercedes-Benz 560 SEC AMG</td>
    </tr>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1:64</td>
    </tr>
  
    <tr>
      <td><strong>Color</strong></td>
      <td>Gold Metallic</td>
    </tr>
  
    <tr>
      <td><strong>Material</strong></td>
      <td>Die-cast Metal Chassis, Plastic Body</td>
    </tr>
  
    <tr>
      <td><strong>Condition</strong></td>
      <td>Brand New, in Original Blister Packaging</td>
    </tr>
  
    <tr>
      <td><strong>Series</strong></td>
      <td>Hot Wheels Mainline</td>
    </tr>
  
    <tr>
      <td><strong>Collector Number</strong></td>
      <td>100/250</td>
    </tr>
  
    <tr>
      <td><strong>Sub-Series</strong></td>
      <td>Wild Widebody 2/5</td>
    </tr>
  
    <tr>
      <td><strong>Recommended Age</strong></td>
      <td>3+ years</td>
    </tr>
  
</tbody>
</table>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1989 Mercedes, 1:64 scale, collectible car, Created by Product Upload, die-cast car, gold car model, Hot Wheels, Hot Wheels collectors, Mercedes-Benz 560 SEC AMG, miniature car, toy car",true,Title,Default Title,,,,,,,,HW89MB560AMG100,200.0,shopify,1,deny,manual,750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2Faf4a0be3-ebe9-4369-904f-f2b9733d6fc6.jpg?v=1756373217,1,Hot Wheels '89 Mercedes-Benz 560 SEC AMG Gold Die-Cast Collector Car,false,,,,,,,,,,,,,,,,gold,push-and-go,3-years-or-older,,,,metal; plastic,,kg,,,active
mnrc-mn82s-1-12-scale-4wd-rc-off-road-toyota-land-cruiser,MNRC MN82S 1/12 Scale 4WD RC Off-Road Toyota Land Cruiser,"Unleash your inner adventurer with the MNRC MN82S 1/12 Scale Licensed Toyota Land Cruiser LC79 RC car! This high-performance off-road vehicle boasts a realistic design and advanced functionality, making every drive an exciting journey. Enjoy precise handling with its full proportional control and 4WD system, perfect for tackling any terrain. Plus, functional LED lights, including headlights and turn signals, add an extra touch of realism to your epic RC escapades.<br><br><table width=""100%"">
<tbody>
  
    <tr>
      <td><strong>Scale</strong></td>
      <td>1/12</td>
    </tr>
  
    <tr>
      <td><strong>Drive System</strong></td>
      <td>4WD</td>
    </tr>
  
    <tr>
      <td><strong>Control Type</strong></td>
      <td>Full Proportional</td>
    </tr>
  
    <tr>
      <td><strong>Max Climbing Angle</strong></td>
      <td>46 degrees</td>
    </tr>
  
    <tr>
      <td><strong>Remote Control Frequency</strong></td>
      <td>2.4 GHz</td>
    </tr>
  
    <tr>
      <td><strong>Remote Control Range</strong></td>
      <td>Approximately 164.04 feet</td>
    </tr>
  
    <tr>
      <td><strong>Battery Type</strong></td>
      <td>7.4V 1200mAh Li-ion</td>
    </tr>
  
    <tr>
      <td><strong>Run Time</strong></td>
      <td>30-40 minutes</td>
    </tr>
  
    <tr>
      <td><strong>Charging Time</strong></td>
      <td>Approximately 3 hours</td>
    </tr>
  
    <tr>
      <td><strong>Lighting Features</strong></td>
      <td>Functional LED Headlights, Turn Signals, Reverse Lights</td>
    </tr>
  
</tbody>
</table>",MNRC,Toys & Games > Toys > Remote Control Toys > Remote Control Cars & Trucks,"","1/12 Scale RC, 4WD Off-Road RC, Created by Product Upload, Licensed RC Car, MNRC MN82S, RC Crawler, Remote Control Truck, Toyota Land Cruiser LC79",true,Color,black,product.metafields.shopify.color-pattern,,,,,,,MN82S-LC79-BLK-1,2000.0,shopify,2,deny,manual,7250.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F1751723766999-mnrcmn82s4wdoff-roadcrawler-1_12scalelicensedtoyotalandcruiserlc790.jpg?v=1756373203,1,MNRC MN82S 1/12 Scale 4WD RC Off-Road Toyota Land Cruiser,false,,,,,,,,,,,,,,,,black; silver,,12-years-or-older,beginner,outdoors,,metal; plastic,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F1751723766998-mnrcmn82s4wdoff-roadcrawler-1_12scalelicensedtoyotalandcruiserlc793.jpg?v=1756373203,kg,,,active
mnrc-mn82s-1-12-scale-4wd-rc-off-road-toyota-land-cruiser,,,,,,,,,silver,,,,,,,,MN82S-LC79-BLK-2,2000.0,shopify,2,continue,manual,7250.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F1751723766998-mnrcmn82s4wdoff-roadcrawler-1_12scalelicensedtoyotalandcruiserlc793.jpg?v=1756373203,2,MNRC MN82S 1/12 Scale 4WD RC Off-Road Toyota Land Cruiser,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/Sac06e916ada747b2b823b07f476d13faT_99d1156a-6c66-440a-98ad-af8fca709408.webp?v=1757167263,kg,,,
mnrc-mn82s-1-12-scale-4wd-rc-off-road-toyota-land-cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F1751723766999-mnrcmn82s4wdoff-roadcrawler-1_12scalelicensedtoyotalandcruiserlc792.jpg?v=1756373203,3,MNRC MN82S 1/12 Scale 4WD RC Off-Road Toyota Land Cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnrc-mn82s-1-12-scale-4wd-rc-off-road-toyota-land-cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F1751723666819-mnrcmn82s4wdoff-roadcrawler-1_12scalelicensedtoyotalandcruiserlc794.jpg?v=1756373203,4,MNRC MN82S 1/12 Scale 4WD RC Off-Road Toyota Land Cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnrc-mn82s-1-12-scale-4wd-rc-off-road-toyota-land-cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F1751723766998-mnrcmn82s4wdoff-roadcrawler-1_12scalelicensedtoyotalandcruiserlc795.jpg?v=1756373203,5,MNRC MN82S 1/12 Scale 4WD RC Off-Road Toyota Land Cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnrc-mn82s-1-12-scale-4wd-rc-off-road-toyota-land-cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/store_01JZ2BMWNFH5PG9ZRBHT74RJE0_2Fassets_2F1751723766998-mnrcmn82s4wdoff-roadcrawler-1_12scalelicensedtoyotalandcruiserlc791.jpg?v=1756373203,6,MNRC MN82S 1/12 Scale 4WD RC Off-Road Toyota Land Cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnrc-mn82s-1-12-scale-4wd-rc-off-road-toyota-land-cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/Sac06e916ada747b2b823b07f476d13faT_99d1156a-6c66-440a-98ad-af8fca709408.webp?v=1757167263,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnrc-mn82s-1-12-scale-4wd-rc-off-road-toyota-land-cruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/Sac06e916ada747b2b823b07f476d13faT.webp?v=1757167241,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
